Mail Mythic+ Dungeon Pool — Hero & Myth Upgrade Stats,,,,,,,,
,,,,,,,,
Track rank,Item level,,Methodology,,,,,
Pilfered Precious Band,251148,"+1,830 Stamina
+148 Critical Strike
+221 Versatility
""""The Hoardmonger was strangely attached to this 'precious' ring.""""","+1,895 Stamina
+150 Critical Strike
+225 Versatility
""""The Hoardmonger was strangely attached to this 'precious' ring.""""","+1,962 Stamina
+153 Critical Strike
+230 Versatility
""""The Hoardmonger was strangely attached to this 'precious' ring.""""","+2,053 Stamina
+157 Critical Strike
+235 Versatility
""""The Hoardmonger was strangely attached to this 'precious' ring.""""","+2,124 Stamina
+159 Critical Strike
+239 Versatility
""""The Hoardmonger was strangely attached to this 'precious' ring.""""","+2,199 Stamina
+162 Critical Strike
+243 Versatility
""""The Hoardmonger was strangely attached to this 'precious' ring.""""",https://www.wowhead.com/item=251148
Polished Lightwood Channeler,273778,"62 - 104 Damage
Speed 1.80
(46.1 damage per second)
+473 Intellect
+1,627 Stamina
+52 Haste
+42 Mastery
Equip: Your damaging spells have a chance to launch a mote of light towards your target, inflicting (11439 * 1) Holy damage split among nearby enemies. Damage increased by 30% per additional enemy, up to 150%.","64 - 107 Damage
Speed 1.80
(47.5 damage per second)
+486 Intellect
+1,684 Stamina
+53 Haste
+42 Mastery
Equip: Your damaging spells have a chance to launch a mote of light towards your target, inflicting (11940 * 1) Holy damage split among nearby enemies. Damage increased by 30% per additional enemy, up to 150%.","65 - 110 Damage
Speed 1.80
(48.6 damage per second)
+500 Intellect
+1,744 Stamina
+54 Haste
+43 Mastery
Equip: Your damaging spells have a chance to launch a mote of light towards your target, inflicting (12460 * 1) Holy damage split among nearby enemies. Damage increased by 30% per additional enemy, up to 150%.","68 - 114 Damage
Speed 1.80
(50.6 damage per second)
+519 Intellect
+1,824 Stamina
+55 Haste
+43 Mastery
Equip: Your damaging spells have a chance to launch a mote of light towards your target, inflicting (13185 * 1) Holy damage split among nearby enemies. Damage increased by 30% per additional enemy, up to 150%.","70 - 117 Damage
Speed 1.80
(51.9 damage per second)
+534 Intellect
+1,888 Stamina
+55 Haste
+44 Mastery
Equip: Your damaging spells have a chance to launch a mote of light towards your target, inflicting (13753 * 1) Holy damage split among nearby enemies. Damage increased by 30% per additional enemy, up to 150%.","72 - 121 Damage
Speed 1.80
(53.6 damage per second)
+549 Intellect
+1,955 Stamina
+56 Haste
+44 Mastery
Equip: Your damaging spells have a chance to launch a mote of light towards your target, inflicting (14343 * 1) Holy damage split among nearby enemies. Damage increased by 30% per additional enemy, up to 150%.",https://www.wowhead.com/item=273778
Pruning Lance,251193,"280 - 421 Damage
Speed 3.60
(97.4 damage per second)
+162 [Agility or Strength]
+3,254 Stamina
+118 Haste
+70 Mastery","288 - 433 Damage
Speed 3.60
(100.1 damage per second)
+167 [Agility or Strength]
+3,369 Stamina
+120 Haste
+71 Mastery","296 - 444 Damage
Speed 3.60
(102.8 damage per second)
+172 [Agility or Strength]
+3,487 Stamina
+121 Haste
+72 Mastery","307 - 461 Damage
Speed 3.60
(106.7 damage per second)
+178 [Agility or Strength]
+3,649 Stamina
+123 Haste
+73 Mastery","316 - 474 Damage
Speed 3.60
(109.7 damage per second)
+183 [Agility or Strength]
+3,777 Stamina
+125 Haste
+74 Mastery","325 - 487 Damage
Speed 3.60
(112.8 damage per second)
+189 [Agility or Strength]
+3,910 Stamina
+126 Haste
+75 Mastery",https://www.wowhead.com/item=251193
Pulverizing Pads,251187,"152 Armor
+122 [Agility or Intellect]
+2,440 Stamina
+92 Critical Strike
+49 Haste","155 Armor
+125 [Agility or Intellect]
+2,527 Stamina
+93 Critical Strike
+50 Haste","158 Armor
+129 [Agility or Intellect]
+2,615 Stamina
+94 Critical Strike
+51 Haste","162 Armor
+134 [Agility or Intellect]
+2,737 Stamina
+96 Critical Strike
+51 Haste","166 Armor
+138 [Agility or Intellect]
+2,832 Stamina
+97 Critical Strike
+52 Haste","169 Armor
+141 [Agility or Intellect]
+2,932 Stamina
+98 Critical Strike
+53 Haste",https://www.wowhead.com/item=251187
Resonant Bellowstone,250228,"+154 [Agility or Strength]
Equip: Your damaging abilities have a chance to echo with Xathuux's furious roar, increasing your Critical Strike by 181 for 30 sec.
During this time, each of your attacks increases your Critical Strike by an additional 24, stacking up to a maximum of 5 times. (30s cooldown)","+159 [Agility or Strength]
Equip: Your damaging abilities have a chance to echo with Xathuux's furious roar, increasing your Critical Strike by 183 for 30 sec.
During this time, each of your attacks increases your Critical Strike by an additional 25, stacking up to a maximum of 5 times. (30s cooldown)","+163 [Agility or Strength]
Equip: Your damaging abilities have a chance to echo with Xathuux's furious roar, increasing your Critical Strike by 186 for 30 sec.
During this time, each of your attacks increases your Critical Strike by an additional 25, stacking up to a maximum of 5 times. (30s cooldown)","+170 [Agility or Strength]
Equip: Your damaging abilities have a chance to echo with Xathuux's furious roar, increasing your Critical Strike by 189 for 30 sec.
During this time, each of your attacks increases your Critical Strike by an additional 25, stacking up to a maximum of 5 times. (30s cooldown)","+174 [Agility or Strength]
Equip: Your damaging abilities have a chance to echo with Xathuux's furious roar, increasing your Critical Strike by 191 for 30 sec.
During this time, each of your attacks increases your Critical Strike by an additional 26, stacking up to a maximum of 5 times. (30s cooldown)","+179 [Agility or Strength]
Equip: Your damaging abilities have a chance to echo with Xathuux's furious roar, increasing your Critical Strike by 193 for 30 sec.
During this time, each of your attacks increases your Critical Strike by an additional 26, stacking up to a maximum of 5 times. (30s cooldown)",https://www.wowhead.com/item=250228
Ritual Binder's Ring,159459,"+1,830 Stamina
+242 Haste
+126 Versatility","+1,895 Stamina
+247 Haste
+129 Versatility","+1,962 Stamina
+251 Haste
+131 Versatility","+2,053 Stamina
+257 Haste
+134 Versatility","+2,124 Stamina
+262 Haste
+137 Versatility","+2,199 Stamina
+266 Haste
+139 Versatility",https://www.wowhead.com/item=159459
Royal Purifier's Spade,159646,"280 - 421 Damage
Speed 3.60
(97.4 damage per second)
+162 [Agility or Strength]
+3,254 Stamina
+106 Critical Strike
+82 Mastery","288 - 433 Damage
Speed 3.60
(100.1 damage per second)
+167 [Agility or Strength]
+3,369 Stamina
+107 Critical Strike
+83 Mastery","296 - 444 Damage
Speed 3.60
(102.8 damage per second)
+172 [Agility or Strength]
+3,487 Stamina
+109 Critical Strike
+84 Mastery","307 - 461 Damage
Speed 3.60
(106.7 damage per second)
+178 [Agility or Strength]
+3,649 Stamina
+111 Critical Strike
+85 Mastery","316 - 474 Damage
Speed 3.60
(109.7 damage per second)
+183 [Agility or Strength]
+3,777 Stamina
+112 Critical Strike
+86 Mastery","325 - 487 Damage
Speed 3.60
(112.8 damage per second)
+189 [Agility or Strength]
+3,910 Stamina
+113 Critical Strike
+88 Mastery",https://www.wowhead.com/item=159646
Ruby Whelp Shell,193757,"+154 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to call a Ruby Whelpling, which will try to be helpful and assist you in combat.
Use: Call your Ruby Whelpling to inspect your target's situation, teaching them how to be helpful. (1 Day Cooldown)","+159 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to call a Ruby Whelpling, which will try to be helpful and assist you in combat.
Use: Call your Ruby Whelpling to inspect your target's situation, teaching them how to be helpful. (1 Day Cooldown)","+163 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to call a Ruby Whelpling, which will try to be helpful and assist you in combat.
Use: Call your Ruby Whelpling to inspect your target's situation, teaching them how to be helpful. (1 Day Cooldown)","+170 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to call a Ruby Whelpling, which will try to be helpful and assist you in combat.
Use: Call your Ruby Whelpling to inspect your target's situation, teaching them how to be helpful. (1 Day Cooldown)","+174 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to call a Ruby Whelpling, which will try to be helpful and assist you in combat.
Use: Call your Ruby Whelpling to inspect your target's situation, teaching them how to be helpful. (1 Day Cooldown)","+179 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to call a Ruby Whelpling, which will try to be helpful and assist you in combat.
Use: Call your Ruby Whelpling to inspect your target's situation, teaching them how to be helpful. (1 Day Cooldown)",https://www.wowhead.com/item=193757
Sabatons of Coruscating Energy,158353,"168 Armor
+122 [Agility or Intellect]
+2,440 Stamina
+83 Critical Strike
+58 Mastery","172 Armor
+125 [Agility or Intellect]
+2,527 Stamina
+84 Critical Strike
+59 Mastery","175 Armor
+129 [Agility or Intellect]
+2,615 Stamina
+85 Critical Strike
+60 Mastery","180 Armor
+134 [Agility or Intellect]
+2,737 Stamina
+86 Critical Strike
+61 Mastery","184 Armor
+138 [Agility or Intellect]
+2,832 Stamina
+87 Critical Strike
+62 Mastery","187 Armor
+141 [Agility or Intellect]
+2,932 Stamina
+88 Critical Strike
+62 Mastery",https://www.wowhead.com/item=158353
Sapling of the Dawnroot,250259,"+154 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to uproot a Lightspawn Lasher to aid you in combat for 15 sec, dealing up to [1 * (4913 * 10)] Physical damage.
The Lightspawn Lasher then withers, bursting into light-infused sap and inflicting (1 * 12794) Holy damage split among nearby enemies.","+159 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to uproot a Lightspawn Lasher to aid you in combat for 15 sec, dealing up to [1 * (5128 * 10)] Physical damage.
The Lightspawn Lasher then withers, bursting into light-infused sap and inflicting (1 * 13355) Holy damage split among nearby enemies.","+163 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to uproot a Lightspawn Lasher to aid you in combat for 15 sec, dealing up to [1 * (5351 * 10)] Physical damage.
The Lightspawn Lasher then withers, bursting into light-infused sap and inflicting (1 * 13937) Holy damage split among nearby enemies.","+170 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to uproot a Lightspawn Lasher to aid you in combat for 15 sec, dealing up to [1 * (5663 * 10)] Physical damage.
The Lightspawn Lasher then withers, bursting into light-infused sap and inflicting (1 * 14748) Holy damage split among nearby enemies.","+174 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to uproot a Lightspawn Lasher to aid you in combat for 15 sec, dealing up to [1 * (5907 * 10)] Physical damage.
The Lightspawn Lasher then withers, bursting into light-infused sap and inflicting (1 * 15383) Holy damage split among nearby enemies.","+179 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to uproot a Lightspawn Lasher to aid you in combat for 15 sec, dealing up to [1 * (6160 * 10)] Physical damage.
The Lightspawn Lasher then withers, bursting into light-infused sap and inflicting (1 * 16042) Holy damage split among nearby enemies.",https://www.wowhead.com/item=250259
Saptorbane Guards,251185,"135 Armor
+91 [Agility or Intellect]
+1,830 Stamina
+39 Critical Strike
+66 Haste","138 Armor
+94 [Agility or Intellect]
+1,895 Stamina
+40 Critical Strike
+67 Haste","140 Armor
+97 [Agility or Intellect]
+1,962 Stamina
+40 Critical Strike
+68 Haste","144 Armor
+100 [Agility or Intellect]
+2,053 Stamina
+41 Critical Strike
+69 Haste","147 Armor
+103 [Agility or Intellect]
+2,124 Stamina
+41 Critical Strike
+70 Haste","150 Armor
+106 [Agility or Intellect]
+2,199 Stamina
+42 Critical Strike
+71 Haste",https://www.wowhead.com/item=251185
Season's Turn Gauntlets,251151,"152 Armor
+122 [Agility or Intellect]
+2,440 Stamina
+86 Critical Strike
+55 Mastery","155 Armor
+125 [Agility or Intellect]
+2,527 Stamina
+87 Critical Strike
+56 Mastery","158 Armor
+129 [Agility or Intellect]
+2,615 Stamina
+88 Critical Strike
+57 Mastery","162 Armor
+134 [Agility or Intellect]
+2,737 Stamina
+89 Critical Strike
+58 Mastery","166 Armor
+138 [Agility or Intellect]
+2,832 Stamina
+90 Critical Strike
+58 Mastery","169 Armor
+141 [Agility or Intellect]
+2,932 Stamina
+91 Critical Strike
+59 Mastery",https://www.wowhead.com/item=251151
Seed of Radiant Hope,250254,"+154 Intellect
Use: Surround your target ally with Lightblossoms, healing them for [20564 * (8)] over 12 sec.
If their health falls below 50%, the Lightblossoms fully bloom in radiant light, instantly healing them for 185102. (1 Min, 30 Sec Cooldown)","+159 Intellect
Use: Surround your target ally with Lightblossoms, healing them for [21465 * (8)] over 12 sec.
If their health falls below 50%, the Lightblossoms fully bloom in radiant light, instantly healing them for 193211. (1 Min, 30 Sec Cooldown)","+163 Intellect
Use: Surround your target ally with Lightblossoms, healing them for [22401 * (8)] over 12 sec.
If their health falls below 50%, the Lightblossoms fully bloom in radiant light, instantly healing them for 201631. (1 Min, 30 Sec Cooldown)","+170 Intellect
Use: Surround your target ally with Lightblossoms, healing them for [23704 * (8)] over 12 sec.
If their health falls below 50%, the Lightblossoms fully bloom in radiant light, instantly healing them for 213362. (1 Min, 30 Sec Cooldown)","+174 Intellect
Use: Surround your target ally with Lightblossoms, healing them for [24725 * (8)] over 12 sec.
If their health falls below 50%, the Lightblossoms fully bloom in radiant light, instantly healing them for 222552. (1 Min, 30 Sec Cooldown)","+179 Intellect
Use: Surround your target ally with Lightblossoms, healing them for [25785 * (8)] over 12 sec.
If their health falls below 50%, the Lightblossoms fully bloom in radiant light, instantly healing them for 232091. (1 Min, 30 Sec Cooldown)",https://www.wowhead.com/item=250254
Seed of the Devouring Wild,250238,"+154 Strength
Use: Awaken the Bloodthorn Roots, erupting around your target and inflicting (74358 * 1) Nature damage split among nearby enemies. You absorb their essence, gaining 386 Mastery for 10 sec. (1 Min, 30 Sec Cooldown)","+159 Strength
Use: Awaken the Bloodthorn Roots, erupting around your target and inflicting (77616 * 1) Nature damage split among nearby enemies. You absorb their essence, gaining 391 Mastery for 10 sec. (1 Min, 30 Sec Cooldown)","+163 Strength
Use: Awaken the Bloodthorn Roots, erupting around your target and inflicting (80999 * 1) Nature damage split among nearby enemies. You absorb their essence, gaining 396 Mastery for 10 sec. (1 Min, 30 Sec Cooldown)","+170 Strength
Use: Awaken the Bloodthorn Roots, erupting around your target and inflicting (85711 * 1) Nature damage split among nearby enemies. You absorb their essence, gaining 402 Mastery for 10 sec. (1 Min, 30 Sec Cooldown)","+174 Strength
Use: Awaken the Bloodthorn Roots, erupting around your target and inflicting (89402 * 1) Nature damage split among nearby enemies. You absorb their essence, gaining 407 Mastery for 10 sec. (1 Min, 30 Sec Cooldown)","+179 Strength
Use: Awaken the Bloodthorn Roots, erupting around your target and inflicting (93235 * 1) Nature damage split among nearby enemies. You absorb their essence, gaining 412 Mastery for 10 sec. (1 Min, 30 Sec Cooldown)",https://www.wowhead.com/item=250238
Sepulchral Construct's Gloves,159314,"152 Armor
+122 [Agility or Intellect]
+2,440 Stamina
+64 Versatility
+77 Mastery","155 Armor
+125 [Agility or Intellect]
+2,527 Stamina
+65 Versatility
+78 Mastery","158 Armor
+129 [Agility or Intellect]
+2,615 Stamina
+66 Versatility
+79 Mastery","162 Armor
+134 [Agility or Intellect]
+2,737 Stamina
+67 Versatility
+80 Mastery","166 Armor
+138 [Agility or Intellect]
+2,832 Stamina
+68 Versatility
+81 Mastery","169 Armor
+141 [Agility or Intellect]
+2,932 Stamina
+69 Versatility
+82 Mastery",https://www.wowhead.com/item=159314
Sethraliss' Defiled Relic,158368,"+154 Intellect
Use: Curse the target with a Rotten Wound, dealing (127130 * 1) Nature damage over 15 sec.
While the wound persists, your damaging spells have a high chance to deepen the wound, inflicting an additional (7946 * 1) Nature damage. (2 Min Cooldown)","+159 Intellect
Use: Curse the target with a Rotten Wound, dealing (132699 * 1) Nature damage over 15 sec.
While the wound persists, your damaging spells have a high chance to deepen the wound, inflicting an additional (8294 * 1) Nature damage. (2 Min Cooldown)","+163 Intellect
Use: Curse the target with a Rotten Wound, dealing (138483 * 1) Nature damage over 15 sec.
While the wound persists, your damaging spells have a high chance to deepen the wound, inflicting an additional (8656 * 1) Nature damage. (2 Min Cooldown)","+170 Intellect
Use: Curse the target with a Rotten Wound, dealing (146539 * 1) Nature damage over 15 sec.
While the wound persists, your damaging spells have a high chance to deepen the wound, inflicting an additional (9159 * 1) Nature damage. (2 Min Cooldown)","+174 Intellect
Use: Curse the target with a Rotten Wound, dealing (152851 * 1) Nature damage over 15 sec.
While the wound persists, your damaging spells have a high chance to deepen the wound, inflicting an additional (9554 * 1) Nature damage. (2 Min Cooldown)","+179 Intellect
Use: Curse the target with a Rotten Wound, dealing (159403 * 1) Nature damage over 15 sec.
While the wound persists, your damaging spells have a high chance to deepen the wound, inflicting an additional (9963 * 1) Nature damage. (2 Min Cooldown)",https://www.wowhead.com/item=158368
Sethraliss' Fanged Helm,159306,"202 Armor
+162 [Agility or Intellect]
+3,254 Stamina
+106 Critical Strike
+82 Mastery","206 Armor
+167 [Agility or Intellect]
+3,369 Stamina
+107 Critical Strike
+83 Mastery","210 Armor
+172 [Agility or Intellect]
+3,487 Stamina
+109 Critical Strike
+84 Mastery","216 Armor
+178 [Agility or Intellect]
+3,649 Stamina
+111 Critical Strike
+85 Mastery","221 Armor
+183 [Agility or Intellect]
+3,777 Stamina
+112 Critical Strike
+86 Mastery","225 Armor
+189 [Agility or Intellect]
+3,910 Stamina
+113 Critical Strike
+88 Mastery",https://www.wowhead.com/item=159306
Sharpened Lightwood Slasher,275070,"124 - 208 Damage
Speed 1.80
(92.2 damage per second)
+81 Agility
+1,627 Stamina
+54 Critical Strike
+40 Haste
Equip: Your damaging attacks and abilities have a chance to sear your target for 4575 Holy damage.","128 - 214 Damage
Speed 1.80
(95.0 damage per second)
+84 Agility
+1,684 Stamina
+55 Critical Strike
+40 Haste
Equip: Your damaging attacks and abilities have a chance to sear your target for 4776 Holy damage.","131 - 220 Damage
Speed 1.80
(97.5 damage per second)
+86 Agility
+1,744 Stamina
+56 Critical Strike
+41 Haste
Equip: Your damaging attacks and abilities have a chance to sear your target for 4984 Holy damage.","136 - 228 Damage
Speed 1.80
(101.1 damage per second)
+89 Agility
+1,824 Stamina
+57 Critical Strike
+41 Haste
Equip: Your damaging attacks and abilities have a chance to sear your target for 5274 Holy damage.","140 - 234 Damage
Speed 1.80
(103.9 damage per second)
+92 Agility
+1,888 Stamina
+57 Critical Strike
+42 Haste
Equip: Your damaging attacks and abilities have a chance to sear your target for 5501 Holy damage.","144 - 241 Damage
Speed 1.80
(106.9 damage per second)
+94 Agility
+1,955 Stamina
+58 Critical Strike
+42 Haste
Equip: Your damaging attacks and abilities have a chance to sear your target for 5737 Holy damage.",https://www.wowhead.com/item=275070
Sickening Signet of Atroxus,252258,"+1,830 Stamina
+253 Haste
+116 Mastery","+1,895 Stamina
+258 Haste
+118 Mastery","+1,962 Stamina
+262 Haste
+120 Mastery","+2,053 Stamina
+269 Haste
+123 Mastery","+2,124 Stamina
+273 Haste
+125 Mastery","+2,199 Stamina
+278 Haste
+127 Mastery",https://www.wowhead.com/item=252258
Signet of Snarling Servitude,251136,"+1,830 Stamina
+227 Critical Strike
+142 Mastery","+1,895 Stamina
+231 Critical Strike
+145 Mastery","+1,962 Stamina
+235 Critical Strike
+148 Mastery","+2,053 Stamina
+241 Critical Strike
+151 Mastery","+2,124 Stamina
+245 Critical Strike
+154 Mastery","+2,199 Stamina
+249 Critical Strike
+156 Mastery",https://www.wowhead.com/item=251136
Sinseared Repeater,251139,"234 - 351 Damage
Speed 3.00
(97.4 damage per second)
+162 Agility
+3,254 Stamina
+110 Critical Strike
+78 Versatility","240 - 361 Damage
Speed 3.00
(100.1 damage per second)
+167 Agility
+3,369 Stamina
+112 Critical Strike
+79 Versatility","246 - 370 Damage
Speed 3.00
(102.8 damage per second)
+172 Agility
+3,487 Stamina
+113 Critical Strike
+80 Versatility","256 - 384 Damage
Speed 3.00
(106.7 damage per second)
+178 Agility
+3,649 Stamina
+115 Critical Strike
+81 Versatility","263 - 395 Damage
Speed 3.00
(109.7 damage per second)
+183 Agility
+3,777 Stamina
+116 Critical Strike
+82 Versatility","271 - 406 Damage
Speed 3.00
(112.8 damage per second)
+189 Agility
+3,910 Stamina
+118 Critical Strike
+83 Versatility",https://www.wowhead.com/item=251139
Skyferno Rondel,193756,"124 - 208 Damage
Speed 1.80
(92.2 damage per second)
+81 Agility
+1,627 Stamina
+37 Haste
+57 Versatility","128 - 214 Damage
Speed 1.80
(95.0 damage per second)
+84 Agility
+1,684 Stamina
+37 Haste
+58 Versatility","131 - 220 Damage
Speed 1.80
(97.5 damage per second)
+86 Agility
+1,744 Stamina
+38 Haste
+58 Versatility","136 - 228 Damage
Speed 1.80
(101.1 damage per second)
+89 Agility
+1,824 Stamina
+39 Haste
+59 Versatility","140 - 234 Damage
Speed 1.80
(103.9 damage per second)
+92 Agility
+1,888 Stamina
+39 Haste
+60 Versatility","144 - 241 Damage
Speed 1.80
(106.9 damage per second)
+94 Agility
+1,955 Stamina
+39 Haste
+61 Versatility",https://www.wowhead.com/item=193756
Snakebite Recurve,158370,"234 - 351 Damage
Speed 3.00
(97.4 damage per second)
+162 Agility
+3,254 Stamina
+110 Critical Strike
+78 Versatility","240 - 361 Damage
Speed 3.00
(100.1 damage per second)
+167 Agility
+3,369 Stamina
+112 Critical Strike
+79 Versatility","246 - 370 Damage
Speed 3.00
(102.8 damage per second)
+172 Agility
+3,487 Stamina
+113 Critical Strike
+80 Versatility","256 - 384 Damage
Speed 3.00
(106.7 damage per second)
+178 Agility
+3,649 Stamina
+115 Critical Strike
+81 Versatility","263 - 395 Damage
Speed 3.00
(109.7 damage per second)
+183 Agility
+3,777 Stamina
+116 Critical Strike
+82 Versatility","271 - 406 Damage
Speed 3.00
(112.8 damage per second)
+189 Agility
+3,910 Stamina
+118 Critical Strike
+83 Versatility",https://www.wowhead.com/item=158370
Spaulders of Prime Emperor,159310,"185 Armor
+122 [Agility or Intellect]
+2,440 Stamina
+83 Critical Strike
+58 Versatility","189 Armor
+125 [Agility or Intellect]
+2,527 Stamina
+84 Critical Strike
+59 Versatility","193 Armor
+129 [Agility or Intellect]
+2,615 Stamina
+85 Critical Strike
+60 Versatility","198 Armor
+134 [Agility or Intellect]
+2,737 Stamina
+86 Critical Strike
+61 Versatility","202 Armor
+138 [Agility or Intellect]
+2,832 Stamina
+87 Critical Strike
+62 Versatility","207 Armor
+141 [Agility or Intellect]
+2,932 Stamina
+88 Critical Strike
+62 Versatility",https://www.wowhead.com/item=159310
Speakeasy Shroud,251132,"70 Armor
+91 [Agility or Strength or Intellect]
+1,830 Stamina
+62 Critical Strike
+44 Mastery","72 Armor
+94 [Agility or Strength or Intellect]
+1,895 Stamina
+63 Critical Strike
+44 Mastery","73 Armor
+97 [Agility or Strength or Intellect]
+1,962 Stamina
+64 Critical Strike
+45 Mastery","75 Armor
+100 [Agility or Strength or Intellect]
+2,053 Stamina
+65 Critical Strike
+46 Mastery","77 Armor
+103 [Agility or Strength or Intellect]
+2,124 Stamina
+65 Critical Strike
+46 Mastery","78 Armor
+106 [Agility or Strength or Intellect]
+2,199 Stamina
+66 Critical Strike
+47 Mastery",https://www.wowhead.com/item=251132
Staff of the Lightning Serpent,158372,"140 - 211 Damage
Speed 3.60
(48.7 damage per second)
+946 Intellect
+3,254 Stamina
+106 Critical Strike
+82 Mastery","144 - 217 Damage
Speed 3.60
(50.1 damage per second)
+972 Intellect
+3,369 Stamina
+107 Critical Strike
+83 Mastery","148 - 222 Damage
Speed 3.60
(51.4 damage per second)
+1000 Intellect
+3,487 Stamina
+109 Critical Strike
+84 Mastery","154 - 231 Damage
Speed 3.60
(53.4 damage per second)
+1038 Intellect
+3,649 Stamina
+111 Critical Strike
+85 Mastery","158 - 237 Damage
Speed 3.60
(54.9 damage per second)
+1068 Intellect
+3,777 Stamina
+112 Critical Strike
+86 Mastery","163 - 244 Damage
Speed 3.60
(56.4 damage per second)
+1098 Intellect
+3,910 Stamina
+113 Critical Strike
+88 Mastery",https://www.wowhead.com/item=158372
Stormbound Emblem of Dazar,273649,"+154 Intellect
Use: Channel for 2 sec as the wind answers Dazar's command, increasing your Haste by 984 up to 20 sec. (2 Min Cooldown)","+159 Intellect
Use: Channel for 2 sec as the wind answers Dazar's command, increasing your Haste by 997 up to 20 sec. (2 Min Cooldown)","+163 Intellect
Use: Channel for 2 sec as the wind answers Dazar's command, increasing your Haste by 1010 up to 20 sec. (2 Min Cooldown)","+170 Intellect
Use: Channel for 2 sec as the wind answers Dazar's command, increasing your Haste by 1027 up to 20 sec. (2 Min Cooldown)","+174 Intellect
Use: Channel for 2 sec as the wind answers Dazar's command, increasing your Haste by 1039 up to 20 sec. (2 Min Cooldown)","+179 Intellect
Use: Channel for 2 sec as the wind answers Dazar's command, increasing your Haste by 1052 up to 20 sec. (2 Min Cooldown)",https://www.wowhead.com/item=273649
Strand of Warding Fangs,273781,"+1,830 Stamina
+210 Critical Strike
+159 Haste","+1,895 Stamina
+214 Critical Strike
+162 Haste","+1,962 Stamina
+218 Critical Strike
+165 Haste","+2,053 Stamina
+223 Critical Strike
+169 Haste","+2,124 Stamina
+227 Critical Strike
+172 Haste","+2,199 Stamina
+230 Critical Strike
+175 Haste",https://www.wowhead.com/item=273781
Tattered Amani War Banner,273797,"+154 [Agility or Strength]
Use: Plant the banner for 15 sec! Fighting within 12 yards of it fills you with Battle Fervor, granting 537 of your highest secondary stat. Defeating at least 1 enemy while the banner stands will extend Banner's duration by 5 sec. (1 Min, 30 Sec Cooldown)
""""Aged and worn, it has led the Amani to countless victories in ages past.""""","+159 [Agility or Strength]
Use: Plant the banner for 15 sec! Fighting within 12 yards of it fills you with Battle Fervor, granting 544 of your highest secondary stat. Defeating at least 1 enemy while the banner stands will extend Banner's duration by 5 sec. (1 Min, 30 Sec Cooldown)
""""Aged and worn, it has led the Amani to countless victories in ages past.""""","+163 [Agility or Strength]
Use: Plant the banner for 15 sec! Fighting within 12 yards of it fills you with Battle Fervor, granting 551 of your highest secondary stat. Defeating at least 1 enemy while the banner stands will extend Banner's duration by 5 sec. (1 Min, 30 Sec Cooldown)
""""Aged and worn, it has led the Amani to countless victories in ages past.""""","+170 [Agility or Strength]
Use: Plant the banner for 15 sec! Fighting within 12 yards of it fills you with Battle Fervor, granting 560 of your highest secondary stat. Defeating at least 1 enemy while the banner stands will extend Banner's duration by 5 sec. (1 Min, 30 Sec Cooldown)
""""Aged and worn, it has led the Amani to countless victories in ages past.""""","+174 [Agility or Strength]
Use: Plant the banner for 15 sec! Fighting within 12 yards of it fills you with Battle Fervor, granting 567 of your highest secondary stat. Defeating at least 1 enemy while the banner stands will extend Banner's duration by 5 sec. (1 Min, 30 Sec Cooldown)
""""Aged and worn, it has led the Amani to countless victories in ages past.""""","+179 [Agility or Strength]
Use: Plant the banner for 15 sec! Fighting within 12 yards of it fills you with Battle Fervor, granting 574 of your highest secondary stat. Defeating at least 1 enemy while the banner stands will extend Banner's duration by 5 sec. (1 Min, 30 Sec Cooldown)
""""Aged and worn, it has led the Amani to countless victories in ages past.""""",https://www.wowhead.com/item=273797
Teldrassil's Sacrifice,251201,"739 Armor
120 Block
+81 [Strength or Intellect]
+1,627 Stamina
+59 Mastery
+35 Critical Strike","754 Armor
123 Block
+84 [Strength or Intellect]
+1,684 Stamina
+60 Mastery
+35 Critical Strike","771 Armor
125 Block
+86 [Strength or Intellect]
+1,744 Stamina
+61 Mastery
+36 Critical Strike","794 Armor
129 Block
+89 [Strength or Intellect]
+1,824 Stamina
+62 Mastery
+36 Critical Strike","809 Armor
132 Block
+92 [Strength or Intellect]
+1,888 Stamina
+62 Mastery
+37 Critical Strike","826 Armor
134 Block
+94 [Strength or Intellect]
+1,955 Stamina
+63 Mastery
+37 Critical Strike",https://www.wowhead.com/item=251201
